,credit_card_name,card_type,reviews,reviews_clean,reviews_tokenized,reviews_no_stop,reviews_lemmatized
198,uob-one-card,Cashback, 'Only useful if you have a consistent spending as there is a minimum spend required. So to maximise the utilisation you will have to plan your monthly spending using this card., Only useful if you have a consistent spending as there is a minimum spend required So to maximise the utilisation you will have to plan your monthly spending using this card,"['', 'only', 'useful', 'if', 'you', 'have', 'a', 'consistent', 'spending', 'as', 'there', 'is', 'a', 'minimum', 'spend', 'required', 'so', 'to', 'maximise', 'the', 'utilisation', 'you', 'will', 'have', 'to', 'plan', 'your', 'monthly', 'spending', 'using', 'this', 'card']","['', 'useful', 'consistent', 'spending', 'minimum', 'spend', 'required', 'maximise', 'utilisation', 'plan', 'monthly', 'spending', 'using', 'card']","['', 'useful', 'consistent', 'spend', 'minimum', 'spend', 'required', 'maximise', 'utilisation', 'plan', 'monthly', 'spend', 'using', 'card']"
199,uob-one-card,Cashback," 'After using so many cards for years, finally i got this. Currently working towards the 2,5% cashback which i believe it can be easily achieve if one feel alright to park a saving of $60K inside. For my case I would treated this amount as an emergency fund parking.", After using so many cards for years finally i got this Currently working towards the 25 cashback which i believe it can be easily achieve if one feel alright to park a saving of 60K inside For my case I would treated this amount as an emergency fund parking,"['', 'after', 'using', 'so', 'many', 'cards', 'for', 'years', 'finally', 'i', 'got', 'this', 'currently', 'working', 'towards', 'the', '25', 'cashback', 'which', 'i', 'believe', 'it', 'can', 'be', 'easily', 'achieve', 'if', 'one', 'feel', 'alright', 'to', 'park', 'a', 'saving', 'of', '60k', 'inside', 'for', 'my', 'case', 'i', 'would', 'treated', 'this', 'amount', 'as', 'an', 'emergency', 'fund', 'parking']","['', 'using', 'many', 'cards', 'years', 'finally', 'got', 'currently', 'working', 'towards', '25', 'cashback', 'believe', 'easily', 'achieve', 'one', 'feel', 'alright', 'park', 'saving', '60k', 'inside', 'case', 'would', 'treated', 'amount', 'emergency', 'fund', 'parking']","['', 'using', 'many', 'card', 'year', 'finally', 'got', 'currently', 'working', 'towards', '25', 'cashback', 'believe', 'easily', 'achieve', 'one', 'feel', 'alright', 'park', 'saving', '60k', 'inside', 'case', 'would', 'treated', 'amount', 'emergency', 'fund', 'parking']"
200,uob-one-card,Cashback," 'Unreasonable. Unnegotiable. Uncompromising. Bully customers with their T&Cs and snuff customers. But in reality, their banking/credit card/back-end operations and Customer Service were broken in many ways. In spite of repeated feedbacks, nothing changed for years. Broken many guidelines required of banks in Fair Dealings Framework imposed by MAS.  Do not recommend UOB, unless you want to get your blood boiling.", Unreasonable Unnegotiable Uncompromising Bully customers with their TCs and snuff customers But in reality their bankingcredit cardbackend operations and Customer Service were broken in many ways In spite of repeated feedbacks nothing changed for years Broken many guidelines required of banks in Fair Dealings Framework imposed by MAS  Do not recommend UOB unless you want to get your blood boiling,"['', 'unreasonable', 'unnegotiable', 'uncompromising', 'bully', 'customers', 'with', 'their', 'tcs', 'and', 'snuff', 'customers', 'but', 'in', 'reality', 'their', 'bankingcredit', 'cardbackend', 'operations', 'and', 'customer', 'service', 'were', 'broken', 'in', 'many', 'ways', 'in', 'spite', 'of', 'repeated', 'feedbacks', 'nothing', 'changed', 'for', 'years', 'broken', 'many', 'guidelines', 'required', 'of', 'banks', 'in', 'fair', 'dealings', 'framework', 'imposed', 'by', 'mas', 'do', 'not', 'recommend', 'uob', 'unless', 'you', 'want', 'to', 'get', 'your', 'blood', 'boiling']","['', 'unreasonable', 'unnegotiable', 'uncompromising', 'bully', 'customers', 'tcs', 'snuff', 'customers', 'reality', 'bankingcredit', 'cardbackend', 'operations', 'customer', 'service', 'broken', 'many', 'ways', 'spite', 'repeated', 'feedbacks', 'nothing', 'changed', 'years', 'broken', 'many', 'guidelines', 'required', 'banks', 'fair', 'dealings', 'framework', 'imposed', 'mas', 'recommend', 'uob', 'unless', 'want', 'get', 'blood', 'boiling']","['', 'unreasonable', 'unnegotiable', 'uncompromising', 'bully', 'customer', 'tc', 'snuff', 'customer', 'reality', 'bankingcredit', 'cardbackend', 'operation', 'customer', 'service', 'broken', 'many', 'way', 'spite', 'repeated', 'feedback', 'nothing', 'changed', 'year', 'broken', 'many', 'guideline', 'required', 'bank', 'fair', 'dealing', 'framework', 'imposed', 'ma', 'recommend', 'uob', 'unless', 'want', 'get', 'blood', 'boiling']"
201,uob-one-card,Cashback," '[Useful For...] People who spents minimum $500 per month, will get quarterly cash rebates depending on tiered based spending.", Useful For People who spents minimum 500 per month will get quarterly cash rebates depending on tiered based spending,"['', 'useful', 'for', 'people', 'who', 'spents', 'minimum', '500', 'per', 'month', 'will', 'get', 'quarterly', 'cash', 'rebates', 'depending', 'on', 'tiered', 'based', 'spending']","['', 'useful', 'people', 'spents', 'minimum', '500', 'per', 'month', 'get', 'quarterly', 'cash', 'rebates', 'depending', 'tiered', 'based', 'spending']","['', 'useful', 'people', 'spents', 'minimum', '500', 'per', 'month', 'get', 'quarterly', 'cash', 'rebate', 'depending', 'tiered', 'based', 'spend']"
202,uob-one-card,Cashback," '[Card Hacks] 10% cashback max for Grab services, Cold storage, 7 eleven and Shopee!  [Cashback Card] Get your cashback 1 month after the 3 months statement period  The best credit card in the market right now in my opinion, where else can you get 10% cashb", Card Hacks 10 cashback max for Grab services Cold storage 7 eleven and Shopee  Cashback Card Get your cashback 1 month after the 3 months statement period  The best credit card in the market right now in my opinion where else can you get 10 cashb,"['', 'card', 'hacks', '10', 'cashback', 'max', 'for', 'grab', 'services', 'cold', 'storage', '7', 'eleven', 'and', 'shopee', 'cashback', 'card', 'get', 'your', 'cashback', '1', 'month', 'after', 'the', '3', 'months', 'statement', 'period', 'the', 'best', 'credit', 'card', 'in', 'the', 'market', 'right', 'now', 'in', 'my', 'opinion', 'where', 'else', 'can', 'you', 'get', '10', 'cashb']","['', 'card', 'hacks', '10', 'cashback', 'max', 'grab', 'services', 'cold', 'storage', '7', 'eleven', 'shopee', 'cashback', 'card', 'get', 'cashback', '1', 'month', '3', 'months', 'statement', 'period', 'best', 'credit', 'card', 'market', 'right', 'opinion', 'else', 'get', '10', 'cashb']","['', 'card', 'hack', '10', 'cashback', 'max', 'grab', 'service', 'cold', 'storage', '7', 'eleven', 'shopee', 'cashback', 'card', 'get', 'cashback', '1', 'month', '3', 'month', 'statement', 'period', 'best', 'credit', 'card', 'market', 'right', 'opinion', 'else', 'get', '10', 'cashb']"
203,uob-one-card,Cashback, '[Customer Service] Was surprised that the online chat function with a real person really worked and I got connected to someone quickly. My request was fulfilled seamlessly as well., Customer Service Was surprised that the online chat function with a real person really worked and I got connected to someone quickly My request was fulfilled seamlessly as well,"['', 'customer', 'service', 'was', 'surprised', 'that', 'the', 'online', 'chat', 'function', 'with', 'a', 'real', 'person', 'really', 'worked', 'and', 'i', 'got', 'connected', 'to', 'someone', 'quickly', 'my', 'request', 'was', 'fulfilled', 'seamlessly', 'as', 'well']","['', 'customer', 'service', 'surprised', 'online', 'chat', 'function', 'real', 'person', 'really', 'worked', 'got', 'connected', 'someone', 'quickly', 'request', 'fulfilled', 'seamlessly', 'well']","['', 'customer', 'service', 'surprised', 'online', 'chat', 'function', 'real', 'person', 'really', 'worked', 'got', 'connected', 'someone', 'quickly', 'request', 'fulfilled', 'seamlessly', 'well']"
204,uob-one-card,Cashback," 'Got this card back in October 2019 but having second thoughts about it. Something many people might not know about is that if you ever receive a refund to your card (with cancellations happening nowadays), UOB counts it as you did not hit the minimum spend of $500.  For me, I had spent about $500 in the month of October but because I received a refund of $330 because a concert was cancelled, my spending was found to be insufficient. It took about ", Got this card back in October 2019 but having second thoughts about it Something many people might not know about is that if you ever receive a refund to your card with cancellations happening nowadays UOB counts it as you did not hit the minimum spend of 500  For me I had spent about 500 in the month of October but because I received a refund of 330 because a concert was cancelled my spending was found to be insufficient It took about ,"['', 'got', 'this', 'card', 'back', 'in', 'october', '2019', 'but', 'having', 'second', 'thoughts', 'about', 'it', 'something', 'many', 'people', 'might', 'not', 'know', 'about', 'is', 'that', 'if', 'you', 'ever', 'receive', 'a', 'refund', 'to', 'your', 'card', 'with', 'cancellations', 'happening', 'nowadays', 'uob', 'counts', 'it', 'as', 'you', 'did', 'not', 'hit', 'the', 'minimum', 'spend', 'of', '500', 'for', 'me', 'i', 'had', 'spent', 'about', '500', 'in', 'the', 'month', 'of', 'october', 'but', 'because', 'i', 'received', 'a', 'refund', 'of', '330', 'because', 'a', 'concert', 'was', 'cancelled', 'my', 'spending', 'was', 'found', 'to', 'be', 'insufficient', 'it', 'took', 'about', '']","['', 'got', 'card', 'back', 'october', '2019', 'second', 'thoughts', 'something', 'many', 'people', 'might', 'know', 'ever', 'receive', 'refund', 'card', 'cancellations', 'happening', 'nowadays', 'uob', 'counts', 'hit', 'minimum', 'spend', '500', 'spent', '500', 'month', 'october', 'received', 'refund', '330', 'concert', 'cancelled', 'spending', 'found', 'insufficient', 'took', '']","['', 'got', 'card', 'back', 'october', '2019', 'second', 'thought', 'something', 'many', 'people', 'might', 'know', 'ever', 'receive', 'refund', 'card', 'cancellation', 'happening', 'nowadays', 'uob', 'count', 'hit', 'minimum', 'spend', '500', 'spent', '500', 'month', 'october', 'received', 'refund', '330', 'concert', 'cancelled', 'spend', 'found', 'insufficient', 'took', '']"
205,uob-one-card,Cashback," '[Cashback Card] a cashback with miriad rules and of eligible transaction. Worse there is no online check capability if the transaction is qualified. Ended spending 1500 with 0 cashback because some 10 dollar transaction is not eligible.  Do not recommend at all. If i can 0 star, i will put 0", Cashback Card a cashback with miriad rules and of eligible transaction Worse there is no online check capability if the transaction is qualified Ended spending 1500 with 0 cashback because some 10 dollar transaction is not eligible  Do not recommend at all If i can 0 star i will put 0,"['', 'cashback', 'card', 'a', 'cashback', 'with', 'miriad', 'rules', 'and', 'of', 'eligible', 'transaction', 'worse', 'there', 'is', 'no', 'online', 'check', 'capability', 'if', 'the', 'transaction', 'is', 'qualified', 'ended', 'spending', '1500', 'with', '0', 'cashback', 'because', 'some', '10', 'dollar', 'transaction', 'is', 'not', 'eligible', 'do', 'not', 'recommend', 'at', 'all', 'if', 'i', 'can', '0', 'star', 'i', 'will', 'put', '0']","['', 'cashback', 'card', 'cashback', 'miriad', 'rules', 'eligible', 'transaction', 'worse', 'online', 'check', 'capability', 'transaction', 'qualified', 'ended', 'spending', '1500', '0', 'cashback', '10', 'dollar', 'transaction', 'eligible', 'recommend', '0', 'star', 'put', '0']","['', 'cashback', 'card', 'cashback', 'miriad', 'rule', 'eligible', 'transaction', 'worse', 'online', 'check', 'capability', 'transaction', 'qualified', 'ended', 'spend', '1500', '0', 'cashback', '10', 'dollar', 'transaction', 'eligible', 'recommend', '0', 'star', 'put', '0']"
206,uob-one-card,Cashback," ""[Cashback Card] Nubbad as a cashback card as long as I meet the minimum required spending for the quarter. I use it as my daily spend card.  [Fee Waivers] Relatively stress-free, I just call in every year and get put through an automated system which approves my fee waiver immediately. Not sure why they don't wanna just remove it entirely... that would lower the number of people calling in and potentially free up their customer service hotlines?"", ""Don't understand why bank insist on charging credit card fee. Customer service is non existence and long waiting time"", 'The customer officer called in and informed me that my membership fee waiver was rejected. I found it strange as it was my main card with spending of ~$1.5K a month, or $18k annually. For the mgmt decision to reject the waiver, I hope it is some process loophole somewhere, else, they will definitely drive away their customer.   For the main card, I simply cannot accept the fact that they rejected my waiver request. Pending their response back on a second appeal. If they again come back with an unfavorable ", Cashback Card Nubbad as a cashback card as long as I meet the minimum required spending for the quarter I use it as my daily spend card  Fee Waivers Relatively stressfree I just call in every year and get put through an automated system which approves my fee waiver immediately Not sure why they dont wanna just remove it entirely that would lower the number of people calling in and potentially free up their customer service hotlines Dont understand why bank insist on charging credit card fee Customer service is non existence and long waiting time The customer officer called in and informed me that my membership fee waiver was rejected I found it strange as it was my main card with spending of 15K a month or 18k annually For the mgmt decision to reject the waiver I hope it is some process loophole somewhere else they will definitely drive away their customer   For the main card I simply cannot accept the fact that they rejected my waiver request Pending their response back on a second appeal If they again come back with an unfavorable ,"['', 'cashback', 'card', 'nubbad', 'as', 'a', 'cashback', 'card', 'as', 'long', 'as', 'i', 'meet', 'the', 'minimum', 'required', 'spending', 'for', 'the', 'quarter', 'i', 'use', 'it', 'as', 'my', 'daily', 'spend', 'card', 'fee', 'waivers', 'relatively', 'stressfree', 'i', 'just', 'call', 'in', 'every', 'year', 'and', 'get', 'put', 'through', 'an', 'automated', 'system', 'which', 'approves', 'my', 'fee', 'waiver', 'immediately', 'not', 'sure', 'why', 'they', 'dont', 'wanna', 'just', 'remove', 'it', 'entirely', 'that', 'would', 'lower', 'the', 'number', 'of', 'people', 'calling', 'in', 'and', 'potentially', 'free', 'up', 'their', 'customer', 'service', 'hotlines', 'dont', 'understand', 'why', 'bank', 'insist', 'on', 'charging', 'credit', 'card', 'fee', 'customer', 'service', 'is', 'non', 'existence', 'and', 'long', 'waiting', 'time', 'the', 'customer', 'officer', 'called', 'in', 'and', 'informed', 'me', 'that', 'my', 'membership', 'fee', 'waiver', 'was', 'rejected', 'i', 'found', 'it', 'strange', 'as', 'it', 'was', 'my', 'main', 'card', 'with', 'spending', 'of', '15k', 'a', 'month', 'or', '18k', 'annually', 'for', 'the', 'mgmt', 'decision', 'to', 'reject', 'the', 'waiver', 'i', 'hope', 'it', 'is', 'some', 'process', 'loophole', 'somewhere', 'else', 'they', 'will', 'definitely', 'drive', 'away', 'their', 'customer', 'for', 'the', 'main', 'card', 'i', 'simply', 'cannot', 'accept', 'the', 'fact', 'that', 'they', 'rejected', 'my', 'waiver', 'request', 'pending', 'their', 'response', 'back', 'on', 'a', 'second', 'appeal', 'if', 'they', 'again', 'come', 'back', 'with', 'an', 'unfavorable', '']","['', 'cashback', 'card', 'nubbad', 'cashback', 'card', 'long', 'meet', 'minimum', 'required', 'spending', 'quarter', 'use', 'daily', 'spend', 'card', 'fee', 'waivers', 'relatively', 'stressfree', 'call', 'every', 'year', 'get', 'put', 'automated', 'system', 'approves', 'fee', 'waiver', 'immediately', 'sure', 'dont', 'wanna', 'remove', 'entirely', 'would', 'lower', 'number', 'people', 'calling', 'potentially', 'free', 'customer', 'service', 'hotlines', 'dont', 'understand', 'bank', 'insist', 'charging', 'credit', 'card', 'fee', 'customer', 'service', 'non', 'existence', 'long', 'waiting', 'time', 'customer', 'officer', 'called', 'informed', 'membership', 'fee', 'waiver', 'rejected', 'found', 'strange', 'main', 'card', 'spending', '15k', 'month', '18k', 'annually', 'mgmt', 'decision', 'reject', 'waiver', 'hope', 'process', 'loophole', 'somewhere', 'else', 'definitely', 'drive', 'away', 'customer', 'main', 'card', 'simply', 'cannot', 'accept', 'fact', 'rejected', 'waiver', 'request', 'pending', 'response', 'back', 'second', 'appeal', 'come', 'back', 'unfavorable', '']","['', 'cashback', 'card', 'nubbad', 'cashback', 'card', 'long', 'meet', 'minimum', 'required', 'spend', 'quarter', 'use', 'daily', 'spend', 'card', 'fee', 'waiver', 'relatively', 'stressfree', 'call', 'every', 'year', 'get', 'put', 'automated', 'system', 'approves', 'fee', 'waiver', 'immediately', 'sure', 'dont', 'wanna', 'remove', 'entirely', 'would', 'lower', 'number', 'people', 'calling', 'potentially', 'free', 'customer', 'service', 'hotlines', 'dont', 'understand', 'bank', 'insist', 'charging', 'credit', 'card', 'fee', 'customer', 'service', 'non', 'existence', 'long', 'waiting', 'time', 'customer', 'officer', 'called', 'informed', 'membership', 'fee', 'waiver', 'rejected', 'found', 'strange', 'main', 'card', 'spend', '15k', 'month', '18k', 'annually', 'mgmt', 'decision', 'reject', 'waiver', 'hope', 'process', 'loophole', 'somewhere', 'else', 'definitely', 'drive', 'away', 'customer', 'main', 'card', 'simply', 'cannot', 'accept', 'fact', 'rejected', 'waiver', 'request', 'pending', 'response', 'back', 'second', 'appeal', 'come', 'back', 'unfavorable', '']"
207,uob-one-card,Cashback," 'Fee waiver been rejected. Said that must use 13k annually. Others bank don’t have this issue, not recommended.", Fee waiver been rejected Said that must use 13k annually Others bank don’t have this issue not recommended,"['', 'fee', 'waiver', 'been', 'rejected', 'said', 'that', 'must', 'use', '13k', 'annually', 'others', 'bank', 'don', 't', 'have', 'this', 'issue', 'not', 'recommended']","['', 'fee', 'waiver', 'rejected', 'said', 'must', 'use', '13k', 'annually', 'others', 'bank', 'issue', 'recommended']","['', 'fee', 'waiver', 'rejected', 'said', 'must', 'use', '13k', 'annually', 'others', 'bank', 'issue', 'recommended']"
208,uob-one-card,Cashback, 'I’ve been using UOB One Card for some time now & using more of UOB banking services due to the ease of getting it approved and the higher interest rates linked to the UOB One account. Fee waiver process is very smooth & automated., I’ve been using UOB One Card for some time now  using more of UOB banking services due to the ease of getting it approved and the higher interest rates linked to the UOB One account Fee waiver process is very smooth  automated,"['', 'i', 've', 'been', 'using', 'uob', 'one', 'card', 'for', 'some', 'time', 'now', 'using', 'more', 'of', 'uob', 'banking', 'services', 'due', 'to', 'the', 'ease', 'of', 'getting', 'it', 'approved', 'and', 'the', 'higher', 'interest', 'rates', 'linked', 'to', 'the', 'uob', 'one', 'account', 'fee', 'waiver', 'process', 'is', 'very', 'smooth', 'automated']","['', 'using', 'uob', 'one', 'card', 'time', 'using', 'uob', 'banking', 'services', 'due', 'ease', 'getting', 'approved', 'higher', 'interest', 'rates', 'linked', 'uob', 'one', 'account', 'fee', 'waiver', 'process', 'smooth', 'automated']","['', 'using', 'uob', 'one', 'card', 'time', 'using', 'uob', 'banking', 'service', 'due', 'ease', 'getting', 'approved', 'higher', 'interest', 'rate', 'linked', 'uob', 'one', 'account', 'fee', 'waiver', 'process', 'smooth', 'automated']"
209,uob-one-card,Cashback," 'User has to fulfil the criteria to earn bonus interest. If spending goes below criteria for each quarter, you will not qualify for the bonus, which is quite a bummer.", User has to fulfil the criteria to earn bonus interest If spending goes below criteria for each quarter you will not qualify for the bonus which is quite a bummer,"['', 'user', 'has', 'to', 'fulfil', 'the', 'criteria', 'to', 'earn', 'bonus', 'interest', 'if', 'spending', 'goes', 'below', 'criteria', 'for', 'each', 'quarter', 'you', 'will', 'not', 'qualify', 'for', 'the', 'bonus', 'which', 'is', 'quite', 'a', 'bummer']","['', 'user', 'fulfil', 'criteria', 'earn', 'bonus', 'interest', 'spending', 'goes', 'criteria', 'quarter', 'qualify', 'bonus', 'quite', 'bummer']","['', 'user', 'fulfil', 'criterion', 'earn', 'bonus', 'interest', 'spend', 'go', 'criterion', 'quarter', 'qualify', 'bonus', 'quite', 'bummer']"
210,uob-one-card,Cashback," ""[Cashback Card] This is my No.1 cashback card and that I used to accumulate all the spending to the $2000 every month so that I could enjoy the $300 quarterly cashback. It has been serving me well for a few years.  [Promotions and Perks] During the promotion with Grab, it was marvelous and I've been encouraging my friends to ap"", 'This is a powerful cashback card if you direct all recurring expenses to this card. The extra 5% cashback on grab transactions is also helpful. The only thing to note is the unique quarters for your card, and the statement cut-off. A useful tip would be to change the statement date so that it is easier for you to work with. Recommend to use this with the One account for maximum cash earning monthly!", Cashback Card This is my No1 cashback card and that I used to accumulate all the spending to the 2000 every month so that I could enjoy the 300 quarterly cashback It has been serving me well for a few years  Promotions and Perks During the promotion with Grab it was marvelous and Ive been encouraging my friends to ap This is a powerful cashback card if you direct all recurring expenses to this card The extra 5 cashback on grab transactions is also helpful The only thing to note is the unique quarters for your card and the statement cutoff A useful tip would be to change the statement date so that it is easier for you to work with Recommend to use this with the One account for maximum cash earning monthly,"['', 'cashback', 'card', 'this', 'is', 'my', 'no1', 'cashback', 'card', 'and', 'that', 'i', 'used', 'to', 'accumulate', 'all', 'the', 'spending', 'to', 'the', '2000', 'every', 'month', 'so', 'that', 'i', 'could', 'enjoy', 'the', '300', 'quarterly', 'cashback', 'it', 'has', 'been', 'serving', 'me', 'well', 'for', 'a', 'few', 'years', 'promotions', 'and', 'perks', 'during', 'the', 'promotion', 'with', 'grab', 'it', 'was', 'marvelous', 'and', 'ive', 'been', 'encouraging', 'my', 'friends', 'to', 'ap', 'this', 'is', 'a', 'powerful', 'cashback', 'card', 'if', 'you', 'direct', 'all', 'recurring', 'expenses', 'to', 'this', 'card', 'the', 'extra', '5', 'cashback', 'on', 'grab', 'transactions', 'is', 'also', 'helpful', 'the', 'only', 'thing', 'to', 'note', 'is', 'the', 'unique', 'quarters', 'for', 'your', 'card', 'and', 'the', 'statement', 'cutoff', 'a', 'useful', 'tip', 'would', 'be', 'to', 'change', 'the', 'statement', 'date', 'so', 'that', 'it', 'is', 'easier', 'for', 'you', 'to', 'work', 'with', 'recommend', 'to', 'use', 'this', 'with', 'the', 'one', 'account', 'for', 'maximum', 'cash', 'earning', 'monthly']","['', 'cashback', 'card', 'no1', 'cashback', 'card', 'used', 'accumulate', 'spending', '2000', 'every', 'month', 'could', 'enjoy', '300', 'quarterly', 'cashback', 'serving', 'well', 'years', 'promotions', 'perks', 'promotion', 'grab', 'marvelous', 'ive', 'encouraging', 'friends', 'ap', 'powerful', 'cashback', 'card', 'direct', 'recurring', 'expenses', 'card', 'extra', '5', 'cashback', 'grab', 'transactions', 'also', 'helpful', 'thing', 'note', 'unique', 'quarters', 'card', 'statement', 'cutoff', 'useful', 'tip', 'would', 'change', 'statement', 'date', 'easier', 'work', 'recommend', 'use', 'one', 'account', 'maximum', 'cash', 'earning', 'monthly']","['', 'cashback', 'card', 'no1', 'cashback', 'card', 'used', 'accumulate', 'spend', '2000', 'every', 'month', 'could', 'enjoy', '300', 'quarterly', 'cashback', 'serving', 'well', 'year', 'promotion', 'perk', 'promotion', 'grab', 'marvelous', 'ive', 'encouraging', 'friend', 'ap', 'powerful', 'cashback', 'card', 'direct', 'recurring', 'expense', 'card', 'extra', '5', 'cashback', 'grab', 'transaction', 'also', 'helpful', 'thing', 'note', 'unique', 'quarter', 'card', 'statement', 'cutoff', 'useful', 'tip', 'would', 'change', 'statement', 'date', 'easier', 'work', 'recommend', 'use', 'one', 'account', 'maximum', 'cash', 'earning', 'monthly']"
211,uob-one-card,Cashback, 'Our main card usage for cashback. So far still the best card for us compared to others. Only wish their card design will be more colorful instead of silver reflect., Our main card usage for cashback So far still the best card for us compared to others Only wish their card design will be more colorful instead of silver reflect,"['', 'our', 'main', 'card', 'usage', 'for', 'cashback', 'so', 'far', 'still', 'the', 'best', 'card', 'for', 'us', 'compared', 'to', 'others', 'only', 'wish', 'their', 'card', 'design', 'will', 'be', 'more', 'colorful', 'instead', 'of', 'silver', 'reflect']","['', 'main', 'card', 'usage', 'cashback', 'far', 'still', 'best', 'card', 'us', 'compared', 'others', 'wish', 'card', 'design', 'colorful', 'instead', 'silver', 'reflect']","['', 'main', 'card', 'usage', 'cashback', 'far', 'still', 'best', 'card', 'u', 'compared', 'others', 'wish', 'card', 'design', 'colorful', 'instead', 'silver', 'reflect']"
212,uob-one-card,Cashback, 'Good promo esp for SPC petrol. OK for F&B purchases. Competitive annual fee. Not much differentiation from other cards., Good promo esp for SPC petrol OK for FB purchases Competitive annual fee Not much differentiation from other cards,"['', 'good', 'promo', 'esp', 'for', 'spc', 'petrol', 'ok', 'for', 'fb', 'purchases', 'competitive', 'annual', 'fee', 'not', 'much', 'differentiation', 'from', 'other', 'cards']","['', 'good', 'promo', 'esp', 'spc', 'petrol', 'ok', 'fb', 'purchases', 'competitive', 'annual', 'fee', 'much', 'differentiation', 'cards']","['', 'good', 'promo', 'esp', 'spc', 'petrol', 'ok', 'fb', 'purchase', 'competitive', 'annual', 'fee', 'much', 'differentiation', 'card']"
213,uob-one-card,Cashback," 'All the process of account opening to card activation was online, without any manual intervention. The credit card was received im a weeks time and promises to be the best credit card with pay back options in town.", All the process of account opening to card activation was online without any manual intervention The credit card was received im a weeks time and promises to be the best credit card with pay back options in town,"['', 'all', 'the', 'process', 'of', 'account', 'opening', 'to', 'card', 'activation', 'was', 'online', 'without', 'any', 'manual', 'intervention', 'the', 'credit', 'card', 'was', 'received', 'im', 'a', 'weeks', 'time', 'and', 'promises', 'to', 'be', 'the', 'best', 'credit', 'card', 'with', 'pay', 'back', 'options', 'in', 'town']","['', 'process', 'account', 'opening', 'card', 'activation', 'online', 'without', 'manual', 'intervention', 'credit', 'card', 'received', 'im', 'weeks', 'time', 'promises', 'best', 'credit', 'card', 'pay', 'back', 'options', 'town']","['', 'process', 'account', 'opening', 'card', 'activation', 'online', 'without', 'manual', 'intervention', 'credit', 'card', 'received', 'im', 'week', 'time', 'promise', 'best', 'credit', 'card', 'pay', 'back', 'option', 'town']"
214,uob-one-card,Cashback," 'This is my first card to go to for general expenses and big ticket items. With a little planning, the rebates can be rewarding.", This is my first card to go to for general expenses and big ticket items With a little planning the rebates can be rewarding,"['', 'this', 'is', 'my', 'first', 'card', 'to', 'go', 'to', 'for', 'general', 'expenses', 'and', 'big', 'ticket', 'items', 'with', 'a', 'little', 'planning', 'the', 'rebates', 'can', 'be', 'rewarding']","['', 'first', 'card', 'go', 'general', 'expenses', 'big', 'ticket', 'items', 'little', 'planning', 'rebates', 'rewarding']","['', 'first', 'card', 'go', 'general', 'expense', 'big', 'ticket', 'item', 'little', 'planning', 'rebate', 'rewarding']"
215,uob-one-card,Cashback," 'Has recently switch to UOB One Card bundle with UOB One Account. Cashback was credited every quarter. The cashback date is counted different with the minimum spending to earn the UOB One Account interest. Interest is go by calendar month. As the cashback is go by cycle when your card is approved. This can be quite confusing. Advised to you is that call customer services to request to update the eligible date to be same/close to each other.  No live chat from their official web as other banks, quite an inconvenience. When you call up t", Has recently switch to UOB One Card bundle with UOB One Account Cashback was credited every quarter The cashback date is counted different with the minimum spending to earn the UOB One Account interest Interest is go by calendar month As the cashback is go by cycle when your card is approved This can be quite confusing Advised to you is that call customer services to request to update the eligible date to be sameclose to each other  No live chat from their official web as other banks quite an inconvenience When you call up t,"['', 'has', 'recently', 'switch', 'to', 'uob', 'one', 'card', 'bundle', 'with', 'uob', 'one', 'account', 'cashback', 'was', 'credited', 'every', 'quarter', 'the', 'cashback', 'date', 'is', 'counted', 'different', 'with', 'the', 'minimum', 'spending', 'to', 'earn', 'the', 'uob', 'one', 'account', 'interest', 'interest', 'is', 'go', 'by', 'calendar', 'month', 'as', 'the', 'cashback', 'is', 'go', 'by', 'cycle', 'when', 'your', 'card', 'is', 'approved', 'this', 'can', 'be', 'quite', 'confusing', 'advised', 'to', 'you', 'is', 'that', 'call', 'customer', 'services', 'to', 'request', 'to', 'update', 'the', 'eligible', 'date', 'to', 'be', 'sameclose', 'to', 'each', 'other', 'no', 'live', 'chat', 'from', 'their', 'official', 'web', 'as', 'other', 'banks', 'quite', 'an', 'inconvenience', 'when', 'you', 'call', 'up', 't']","['', 'recently', 'switch', 'uob', 'one', 'card', 'bundle', 'uob', 'one', 'account', 'cashback', 'credited', 'every', 'quarter', 'cashback', 'date', 'counted', 'different', 'minimum', 'spending', 'earn', 'uob', 'one', 'account', 'interest', 'interest', 'go', 'calendar', 'month', 'cashback', 'go', 'cycle', 'card', 'approved', 'quite', 'confusing', 'advised', 'call', 'customer', 'services', 'request', 'update', 'eligible', 'date', 'sameclose', 'live', 'chat', 'official', 'web', 'banks', 'quite', 'inconvenience', 'call']","['', 'recently', 'switch', 'uob', 'one', 'card', 'bundle', 'uob', 'one', 'account', 'cashback', 'credited', 'every', 'quarter', 'cashback', 'date', 'counted', 'different', 'minimum', 'spend', 'earn', 'uob', 'one', 'account', 'interest', 'interest', 'go', 'calendar', 'month', 'cashback', 'go', 'cycle', 'card', 'approved', 'quite', 'confusing', 'advised', 'call', 'customer', 'service', 'request', 'update', 'eligible', 'date', 'sameclose', 'live', 'chat', 'official', 'web', 'bank', 'quite', 'inconvenience', 'call']"
